Gene	Class
AT5G39950	0
AT3G50870	0
AT1G72650	0
AT5G57370	0
AT2G27375	0
AT1G74510	0
AT5G64950	0
AT5G08335	0
AT3G57690	0
AT3G14950	0
AT2G01460	0
AT2G02040	0
AT3G19290	0
AT3G51610	0
AT5G02340	0
AT3G06640	0
AT5G49800	0
AT1G12530	0
AT5G16230	0
AT1G18470	0
AT1G59850	0
AT2G36740	0
AT3G48500	0
AT5G25540	0
AT1G04410	0
AT3G24830	0
AT4G18960	0
AT5G40680	0
AT2G40765	0
AT1G75370	0
AT4G31970	0
AT1G12630	0
AT1G23350	0
AT1G06390	0
AT5G10860	0
AT3G26650	0
AT1G04090	0
AT1G47990	0
AT4G10530	0
AT3G50990	0
AT5G56900	0
AT1G49000	0
AT3G63100	0
AT1G01620	0
AT3G09680	0
AT2G01250	0
AT3G61470	0
AT5G39040	0
AT2G35090	0
AT3G58780	0
AT5G02580	0
AT2G40290	0
AT3G51600	0
AT1G26680	0
AT2G43460	0
AT5G16900	0
AT5G14300	0
AT2G40120	0
AT5G06730	0
AT2G27240	0
AT3G58460	0
AT5G64905	0
AT2G19050	0
AT4G12070	0
AT1G02430	0
AT1G02960	0
AT4G02970	0
AT3G05040	0
AT3G19760	0
AT1G48060	0
AT1G55325	0
AT3G01100	0
AT1G76990	0
AT3G28970	0
AT5G18810	0
AT4G25560	0
AT3G45030	0
AT5G10440	0
AT1G29120	0
AT5G07430	0
AT2G39620	0
AT3G47940	0
AT3G22050	0
AT5G53830	0
AT4G00910	0
AT5G11960	0
AT5G37450	0
AT3G14250	0
AT4G17960	0
AT2G43350	0
AT2G41450	0
AT1G57760	0
AT3G53820	0
AT2G35950	0
AT1G80740	0
AT1G72220	0
AT5G44330	0
AT5G19430	0
AT4G10590	0
AT1G66630	0
AT3G51070	0
AT4G29940	0
AT2G07110	0
AT2G38920	0
AT1G80260	0
AT1G14990	0
AT4G17100	0
AT5G11820	0
AT5G46420	0
AT3G04280	0
AT3G18500	0
AT1G66030	0
AT4G35590	0
AT3G20290	0
AT5G24650	0
AT1G22370	0
AT5G11880	0
AT1G08090	0
AT1G17810	0
AT1G63390	0
AT5G37340	0
AT1G51540	0
AT5G53740	0
AT2G38970	0
AT5G11940	0
AT1G31180	0
AT5G34870	0
AT5G16660	0
AT3G28750	0
AT1G09815	0
AT1G54780	0
AT3G14210	0
AT5G06830	0
AT4G14716	0
AT1G07630	0
AT1G63640	0
AT1G49370	0
AT2G22160	0
AT4G26160	0
AT5G17320	0
AT2G42670	0
AT2G21450	0
AT5G52710	0
AT4G29010	0
AT3G56350	0
AT4G01090	0
AT3G49150	0
AT3G03340	0
AT4G02790	0
AT1G15390	0
AT5G57490	0
AT1G12090	0
AT2G46220	0
AT1G78980	0
AT1G19660	0
AT5G42470	0
AT5G65510	0
AT3G49440	0
AT1G50840	0
AT4G33330	0
AT2G01980	0
AT5G08670	0
AT4G17980	0
AT3G19140	0
AT1G16130	0
AT1G68040	0
AT2G40050	0
AT3G22500	0
AT1G10720	0
AT5G10720	0
AT4G04450	0
AT2G42410	0
AT2G04900	0
AT3G51720	0
AT2G16430	0
AT3G03440	0
AT1G35220	0
AT3G14240	0
AT3G12290	0
AT2G20280	0
AT5G05710	0
AT2G36200	0
AT3G06230	0
AT3G43280	0
AT1G71950	0
AT1G60650	0
AT1G56560	0
AT1G23260	0
AT3G60190	0
AT1G12230	0
AT1G54470	0
AT4G08340	0
AT5G60610	0
AT5G02320	0
AT4G32770	0
AT4G30350	0
AT5G21090	0
AT4G39690	0
AT2G17975	0
AT3G58350	0
AT2G13230	0
AT4G15370	0
AT4G03500	0
AT1G19780	0
AT1G25510	0
AT1G19290	0
AT5G18930	0
AT3G52590	0
AT2G34580	0
AT2G04280	0
AT5G47710	0
AT1G29790	0
AT1G49840	0
AT5G14030	0
AT1G01050	0
AT2G30920	0
AT2G38460	0
AT1G07890	0
AT1G60470	0
AT1G32230	0
AT3G19840	0
AT5G18340	0
AT5G63620	0
AT1G21630	0
AT4G28570	0
AT4G15980	0
AT4G39740	0
AT1G64310	0
AT1G35550	0
AT4G24730	0
AT5G02070	0
AT1G64020	0
AT3G47620	0
AT3G02240	0
AT5G66680	0
AT3G54610	0
AT5G19100	0
AT2G03980	0
AT1G68670	0
AT2G28080	0
AT3G12720	0
AT1G68380	0
AT3G53790	0
AT5G16690	0
AT1G54920	0
AT1G25520	0
AT4G30380	0
AT4G11270	0
AT1G48110	0
AT5G60240	0
AT2G33790	0
AT4G13700	0
AT3G03890	0
AT1G32180	0
AT4G29430	0
AT1G21950	0
AT2G20000	0
AT2G24620	0
AT4G34660	0
AT4G31130	0
AT3G54810	0
AT3G49190	0
AT4G02730	0
AT3G55010	0
AT5G59460	0
AT2G16170	0
AT4G09100	0
AT3G29380	0
AT1G76070	0
AT2G01780	0
AT3G48860	0
AT5G24260	0
AT4G24580	0
AT5G26850	0
AT4G39660	0
AT3G53110	0
AT2G05120	0
AT3G04460	0
AT2G19290	0
AT5G36190	0
AT3G57100	0
AT3G14010	0
AT4G36690	0
AT4G36730	0
AT3G03670	0
AT5G43260	0
AT4G13345	0
AT3G09300	0
AT1G64740	0
AT2G26680	0
AT1G77200	0
AT3G54840	0
AT4G32080	0
AT1G47520	0
AT2G24820	0
AT5G20200	0
AT4G28025	0
AT1G80180	0
AT2G04690	0
AT5G48280	0
AT5G65180	0
AT5G35050	0
AT2G35630	0
AT4G32860	0
AT1G64130	0
AT5G55550	0
AT2G02570	0
AT1G56290	0
AT1G06230	0
AT1G72290	0
AT3G26810	0
AT1G51000	0
AT1G29770	0
AT4G16740	0
AT3G30450	0
AT4G28850	0
AT5G24630	0
AT4G34610	0
AT1G23540	0
AT4G34850	0
AT1G80350	0
AT3G24130	0
AT2G38890	0
AT1G27400	0
AT3G08710	0
AT2G46860	0
AT2G20130	0
AT3G04290	0
AT5G48910	0
AT4G26120	0
AT3G03790	0
AT3G57370	0
AT5G39785	0
AT1G12640	0
AT2G14960	0
AT2G07240	0
AT5G66190	0
AT5G65160	0
AT1G56160	0
AT5G08600	0
AT4G29220	0
AT3G47800	0
AT5G13960	0
AT1G32560	0
AT2G29510	0
AT5G07250	0
AT1G07880	0
AT3G59340	0
AT5G01860	0
AT5G16920	0
AT3G07420	0
AT2G45080	0
AT1G32330	0
AT3G11400	0
AT3G04830	0
AT1G67050	0
AT5G04110	0
AT5G36880	0
AT1G45100	0
AT4G23060	0
AT2G43430	0
AT1G78380	0
AT2G39560	0
AT1G35610	0
AT1G79210	0
AT3G59090	0
AT5G64590	0
AT1G22140	0
AT5G28840	0
AT1G10190	0
AT3G18490	0
AT3G48530	0
AT5G63690	0
AT1G31410	0
AT3G27950	0
AT5G51430	0
AT3G55070	0
AT4G03850	0
AT1G64690	0
AT3G28780	0
AT3G58680	0
AT1G07795	0
AT4G07920	0
AT3G52970	0
AT2G40160	0
AT3G43050	0
AT5G42350	0
AT2G20520	0
AT5G37240	0
AT5G44650	0
AT1G74540	0
AT3G09620	0
AT4G03820	0
AT1G24610	0
AT1G12960	0
AT1G06950	0
AT1G34340	0
AT3G55500	0
AT5G25510	0
AT5G50940	0
AT1G34650	0
AT3G59140	0
AT3G13560	0
AT5G67130	0
AT1G51580	0
AT4G34100	0
AT3G11530	0
AT4G27980	0
AT1G01725	0
AT4G27380	0
AT3G13845	0
AT2G22970	0
AT5G63410	0
AT3G01080	0
AT2G22070	0
AT4G16265	0
AT3G45000	0
AT1G54955	0
AT2G05940	0
AT5G50280	0
AT5G23710	0
AT5G56640	0
AT3G13220	0
AT2G14610	0
AT2G41960	0
AT4G22680	0
AT4G35170	0
AT4G21180	0
AT3G19650	0
AT1G43886	0
AT5G18970	0
AT1G30515	0
AT3G45800	0
AT5G51510	0
AT2G11890	0
AT1G71250	0
AT5G11400	0
AT1G58200	0
AT3G53610	0
AT5G41720	0
AT2G37810	0
AT1G05890	0
AT3G59940	0
AT2G24500	0
AT5G25620	0
AT5G56040	0
AT3G25150	0
AT1G30560	0
AT1G50620	0
AT2G04870	0
AT1G02460	0
AT1G62960	0
AT5G43430	0
AT3G25200	0
ATCG00480	0
AT1G31260	0
AT5G40860	0
AT1G24706	0
AT5G27420	0
AT5G20150	0
AT4G13440	0
AT2G41690	0
AT2G34110	0
AT4G37580	0
AT5G62030	0
AT1G23220	0
AT3G04240	0
AT1G05490	0
AT5G02410	0
AT1G78580	0
AT3G16440	0
AT4G15310	0
AT1G49470	0
AT5G35140	0
AT1G62820	0
AT3G24400	0
AT1G10522	0
AT1G47620	0
AT2G41840	0
AT5G15900	0
AT2G24130	0
AT3G05090	0
AT5G37620	0
AT2G20230	0
AT1G29080	0
AT3G06010	0
AT2G47340	0
AT4G39000	0
AT2G31410	0
AT2G06410	0
AT5G07860	0
AT3G04520	0
AT2G39790	0
AT2G34910	0
AT5G64700	0
AT1G20960	0
AT5G23640	0
AT5G46620	0
AT3G11000	0
AT3G60010	0
AT3G43110	0
AT4G27600	0
AT5G13030	0
AT1G78120	0
AT5G11230	0
AT3G02560	0
AT4G30070	0
AT2G13620	0
AT1G60450	0
AT3G53080	0
AT2G26950	0
AT3G53550	0
AT4G26620	0
AT2G37280	0
AT1G59630	0
AT4G11930	0
AT4G05620	0
AT4G28380	0
AT3G05500	0
AT3G04500	0
AT2G36070	0
AT4G24370	0
AT1G70360	0
AT3G26340	0
AT1G07010	0
AT3G63520	0
AT1G72390	0
AT4G02610	0
AT1G77700	0
AT5G01150	0
AT1G35910	0
AT1G54500	0
AT2G43280	0
AT1G59610	0
AT2G35585	0
ATMG00980	0
AT5G58860	0
AT3G53270	0
AT5G19880	0
AT1G32870	0
AT1G77790	0
AT1G03330	0
AT2G24050	0
AT2G43950	0
AT2G35830	0
AT5G52180	0
AT4G19680	0
AT5G66500	0
AT2G32720	0
AT4G39820	0
AT1G52380	0
AT4G11640	0
AT5G65440	0
AT1G71692	0
AT5G63920	0
AT4G33200	0
AT3G45980	0
AT5G35010	0
AT3G12100	0
AT1G07025	0
AT5G44080	0
AT1G63080	0
AT3G17750	0
AT4G39100	0
AT5G59730	0
AT2G03690	0
AT3G22590	0
AT1G10480	0
AT5G01160	0
AT1G52800	0
AT5G47210	0
AT2G45340	0
AT5G03850	0
AT5G41660	0
AT4G14970	0
AT5G13720	0
AT4G08930	0
AT3G19515	0
AT2G17830	0
AT2G03800	0
AT4G11970	0
AT3G17080	0
AT2G05370	0
AT3G26140	0
AT4G31760	0
AT3G21160	0
AT5G59210	0
AT5G46630	0
AT1G80190	0
AT5G14980	0
AT1G73650	0
AT1G27530	0
AT5G66130	0
AT1G12160	0
AT3G61530	0
AT3G29460	0
AT2G16670	0
AT1G27435	0
AT1G47740	0
AT2G47710	0
AT1G10210	0
AT4G17660	0
AT1G02100	0
AT5G57860	0
AT4G26390	0
AT4G20850	0
AT2G18390	0
AT3G24060	0
AT2G38720	0
AT1G32210	0
AT1G48870	0
AT2G47560	0
AT5G59270	0
AT5G54020	0
AT1G43580	0
AT5G58430	0
AT4G15800	0
ATCG00750	0
AT1G69470	0
AT3G61090	0
AT1G63600	0
AT1G43970	0
AT4G32520	0
AT4G08220	0
AT1G47810	0
AT1G20670	0
AT1G75980	0
AT3G48850	0
AT5G55030	0
AT1G61720	0
AT2G29370	0
AT3G20310	0
AT2G02560	0
AT4G12530	0
AT1G48390	0
AT5G21130	0
AT5G57410	0
AT3G43950	0
AT4G39900	0
AT1G55450	0
AT1G29650	0
AT4G29750	0
AT5G35960	0
AT2G18560	0
AT4G30090	0
AT3G10750	0
AT4G30190	0
AT1G70310	0
AT4G13230	0
AT1G26230	0
AT3G51830	0
AT5G64340	0
AT5G04610	0
AT5G42790	0
AT1G51420	0
AT1G34520	0
AT2G38020	0
AT1G01690	0
AT5G22380	0
AT5G63150	0
AT4G16430	0
AT1G18260	0
AT5G41320	0
AT3G06760	0
AT3G16640	0
AT2G42080	0
AT2G36020	0
AT4G02195	0
AT4G31990	0
AT3G09200	0
AT5G49010	0
AT2G46080	0
AT3G08810	0
AT3G47860	0
AT1G03100	0
AT3G01280	0
AT3G15490	0
AT3G17000	0
AT4G08050	0
AT4G39090	0
AT4G02010	0
AT1G20830	0
AT2G27190	0
AT3G20520	0
AT1G10510	0
AT5G25050	0
AT5G17020	0
AT5G04730	0
AT1G60690	0
AT4G22620	0
AT1G13190	0
AT3G57070	0
AT2G14110	0
AT2G02520	0
AT1G31780	0
AT1G20080	0
AT3G18340	0
AT2G34870	0
AT1G04140	0
AT3G60910	0
AT4G08530	0
AT5G17420	0
AT3G56930	0
AT1G34270	0
AT1G28270	0
AT1G78650	0
AT3G15290	0
AT5G49620	0
AT3G61440	0
AT1G71270	0
AT4G02320	0
AT4G14560	0
AT3G49050	0
AT4G22050	0
AT3G50690	0
AT1G08135	0
ATMG00140	0
AT2G47490	0
AT4G20740	0
AT1G06420	0
AT3G56490	0
AT1G15810	0
AT4G20250	0
AT5G43970	0
AT2G15780	0
AT2G15920	0
AT5G51400	0
AT2G07749	0
AT3G26450	0
AT3G17450	0
AT1G53450	0
AT2G41970	0
AT1G15460	0
AT3G51810	0
AT4G05240	0
AT4G01970	0
AT1G19060	0
AT4G09700	0
AT3G48880	0
AT4G15000	0
AT5G37630	0
AT2G37330	0
AT4G30940	0
AT3G26085	0
AT3G28840	0
AT5G53110	0
AT2G42490	0
AT1G66850	0
AT5G61670	0
AT4G35520	0
AT1G71490	0
AT5G06240	0
AT4G11210	0
AT1G44835	0
AT4G02485	0
AT2G37540	0
AT4G24175	0
AT1G60960	0
AT2G16070	0
AT4G15280	0
AT3G24890	0
AT1G31130	0
AT5G28770	0
AT3G42850	0
AT2G27060	0
AT5G20180	0
AT5G35340	0
AT3G09590	0
AT5G48655	0
AT5G06910	0
AT4G15200	0
AT5G46470	0
AT1G43930	0
AT3G14460	0
AT3G57470	0
AT5G45910	0
AT2G33250	0
AT2G36660	0
AT1G23320	0
AT2G35155	0
AT1G11940	0
AT2G03340	0
AT1G32580	0
AT2G37150	0
AT4G04730	0
AT5G22940	0
AT2G33255	0
AT4G08800	0
AT3G54670	0
AT3G05180	0
AT3G49930	0
AT2G40590	0
AT2G15240	0
AT5G64070	0
AT4G05060	0
AT5G62580	0
AT4G11400	0
AT2G40970	0
AT5G63640	0
AT4G01380	0
AT1G32920	0
AT2G02960	0
AT5G54160	0
AT4G23650	0
AT5G51380	0
AT4G11440	0
AT1G75870	0
AT2G30410	0
AT5G18120	0
AT1G68790	0
AT3G14225	0
AT2G45660	0
AT1G21360	0
AT4G01897	0
AT3G54190	0
AT3G52860	0
AT5G48390	0
AT4G10090	0
AT5G35570	0
AT4G35950	0
AT2G04310	0
AT2G38000	0
AT3G07880	0
AT5G11690	0
AT1G70110	0
AT5G38950	0
AT4G02180	0
AT2G10390	0
AT3G11910	0
AT5G26130	0
AT4G01850	0
AT5G48670	0
AT1G14810	0
AT2G45940	0
AT2G42330	0
AT5G62500	0
AT1G79750	0
AT5G66950	0
AT1G71760	0
AT3G14750	0
AT2G16940	0
AT3G44560	0
AT4G23280	0
AT4G24840	0
AT2G38060	0
AT5G14020	0
AT1G03860	0
AT1G47710	0
AT2G25340	0
AT4G01400	0
AT5G14510	0
AT3G17900	0
AT2G35040	0
AT5G20060	0
AT4G12640	0
AT3G47100	0
AT3G18120	0
AT3G32400	0
AT1G36050	0
AT3G21850	0
AT3G50640	0
AT2G39910	0
AT2G04020	0
AT1G03350	0
AT2G25370	0
AT1G19910	0
AT5G36250	0
AT2G18070	0
AT3G56600	0
AT1G05410	0
AT3G57550	0
AT1G21880	0
AT2G22350	0
AT2G01990	0
AT2G34570	0
AT2G43060	0
AT1G13560	0
AT2G42440	0
AT2G34970	0
AT5G42600	0
AT1G72100	0
AT5G08480	0
AT1G73050	0
AT5G61720	0
AT3G01560	0
AT5G17170	0
AT3G02780	0
AT5G43900	0
AT4G07810	0
AT3G10330	0
AT5G38940	0
AT1G78510	0
AT4G22420	0
AT2G16340	0
AT3G21500	0
AT4G25650	0
AT1G06960	0
AT4G02300	0
AT2G15695	0
AT2G23600	0
AT2G37080	0
AT5G35800	0
AT4G32290	0
AT3G15580	0
AT2G01710	0
AT2G16410	0
AT2G45840	0
AT1G16420	0
AT4G10790	0
AT3G07520	0
AT4G01120	0
AT5G16140	0
AT4G37210	0
AT3G42290	0
AT5G49390	0
AT3G42240	0
AT3G48890	0
AT2G27280	0
AT2G43230	0
AT1G62440	0
AT1G24650	0
AT1G51805	0
AT4G07522	0
AT3G20210	0
AT2G18180	0
AT3G55840	0
AT1G65890	0
AT4G27910	0
AT1G71440	0
AT1G29470	0
AT4G15880	0
AT1G74900	0
AT3G06280	0
AT3G01990	0
AT5G40170	0
AT2G18040	0
AT3G42190	0
AT5G53420	0
AT3G47440	0
AT4G39910	0
AT3G56660	0
AT1G47870	0
AT3G27890	0
AT5G61510	0
AT5G61430	0
AT1G07860	0
AT1G52580	0
AT5G54430	0
AT5G26570	0
AT3G17420	0
AT4G26340	0
AT1G78160	0
AT5G06670	0
AT2G41060	0
AT3G03380	0
AT5G15020	0
AT4G04110	0
AT2G31510	0
AT1G35410	0
AT2G07705	0
AT5G28670	0
AT3G45210	0
AT3G25210	0
AT2G36350	0
AT5G03220	0
AT2G35190	0
AT1G59750	0
AT1G29970	0
AT4G37330	0
AT2G35600	0
AT5G22770	0
AT3G12460	0
AT1G09870	0
AT1G35230	0
AT4G25320	0
AT5G01770	0
AT1G77080	0
AT1G75710	0
AT4G11370	0
AT5G61865	0
AT2G34990	0
AT2G23620	0
AT5G07530	0
AT5G57770	0
AT4G00220	0
AT4G05230	0
AT4G00460	0
AT1G33060	0
AT1G22810	0
AT3G13782	0
AT1G73350	0
AT5G58830	0
AT1G63610	0
AT5G29100	0
AT4G25750	0
AT1G78390	0
AT4G16670	0
AT2G19440	0
AT5G40580	0
AT3G18520	0
AT3G22790	0
AT2G32810	0
AT1G42365	0
AT5G56320	0
AT3G45390	0
AT1G04850	0
AT5G45780	0
AT5G35770	0
AT3G18750	0
AT5G61350	0
AT3G47680	0
AT1G70040	0
AT5G24480	0
AT2G20660	0
AT1G56450	0
AT1G07745	0
AT1G67370	0
AT1G76800	0
AT3G52220	0
AT1G55430	0
AT3G47390	0
AT5G16210	0
AT3G55940	0
AT1G79620	0
AT2G47190	0
AT5G59500	0
AT3G23410	0
AT1G53020	0
AT1G65220	0
AT3G53570	0
AT1G50480	0
AT5G32450	0
AT5G57360	0
AT2G21160	0
AT2G20515	0
AT5G51030	0
AT1G28370	0
AT4G21460	0
AT5G48340	0
AT3G08030	0
AT3G02590	0
AT3G11745	0
AT1G02700	0
AT3G05590	0
AT3G19570	0
AT4G34430	0
AT5G19040	0
AT5G35680	0
AT2G22370	0
AT5G51650	0
AT5G61910	0
AT3G19620	0
AT3G58470	0
AT1G08490	0
AT3G47450	0
AT4G26640	0
AT2G13560	0
AT5G09880	0
ATCG01000	0
AT3G56280	0
AT2G35110	0
AT1G51550	0
AT5G10100	0
AT4G38490	0
AT5G63380	0
AT1G01750	0
AT1G56620	0
AT2G31800	0
AT2G19900	0
AT5G20070	0
AT5G55350	0
AT5G19730	0
AT4G18800	0
AT4G16720	0
AT5G59300	0
AT5G26830	0
AT1G62040	0
AT5G65720	0
AT4G09080	0
AT1G13400	0
AT4G26440	0
AT4G22700	0
AT5G06820	0
AT2G14950	0
AT3G28180	0
AT1G77690	0
AT2G34700	0
AT3G63060	0
AT2G07685	0
AT4G07515	0
AT5G09510	0
AT2G32620	0
AT5G10730	0
AT5G12150	0
AT3G31310	0
AT4G39130	0
AT3G43270	0
AT1G76310	0
AT2G18240	0
AT4G25760	0
AT5G65780	0
AT4G20440	0
AT1G12700	0
AT1G53600	0
AT5G33370	0
AT4G19470	0
AT2G07140	0
AT5G13290	0
AT1G65430	0
AT5G55940	0
AT1G22410	0
AT1G65580	0
AT2G30600	0
AT2G31120	0
AT4G26700	0
AT1G74870	0
AT5G10470	0
AT2G29730	0
AT5G16310	0
AT1G27580	0
AT3G05630	0
AT1G79040	0
AT5G57200	0
AT3G26170	0
AT1G17560	0
AT2G25080	0
AT1G30890	0
AT4G11140	0
AT1G16770	0
AT3G42640	0
AT5G44230	0
AT2G26190	0
AT5G46880	0
AT5G23080	0
AT4G18990	0
AT4G03790	0
AT5G04960	0
AT3G42550	0
AT5G17280	0
AT1G59520	0
AT2G20815	0
AT1G04100	0
AT4G14510	0
AT2G30330	0
AT1G60720	0
AT2G15580	0
AT1G26970	0
AT3G32260	0
AT5G14460	0
AT1G55150	0
AT4G10250	0
AT4G30990	0
AT1G15700	0
AT1G18880	0
AT2G19100	0
AT2G05070	0
AT2G17680	0
AT1G33920	0
AT5G48880	0
AT2G04220	0
AT1G30500	0
AT1G03790	0
AT4G39680	0
AT1G44180	0
AT2G18850	0
AT2G21470	0
AT2G32750	0
AT3G52090	0
AT1G76250	0
AT4G25840	0
AT5G42955	0
AT4G33210	0
AT5G48500	0
AT5G58300	0
AT5G46390	0
AT3G13680	0
AT2G27220	0
AT1G06790	0
AT5G09900	0
AT5G12210	0
AT2G38410	0
AT1G53090	0
AT1G77730	0
AT3G27360	0
AT1G78570	0
AT5G22510	0
AT2G37110	0
AT2G20370	0
AT3G17240	0
AT3G63370	0
AT3G03310	0
AT5G07800	0
AT4G02140	0
AT1G74690	0
AT1G17950	0
AT3G12180	0
ATCG00490	0
AT1G03430	0
AT1G30825	0
AT3G17710	0
AT3G43630	0
AT3G27440	0
AT3G46720	0
AT3G47990	0
AT1G75470	0
AT5G10870	0
AT2G16840	0
AT2G47920	0
AT5G49060	0
AT5G50420	0
AT1G80850	0
AT5G40450	0
AT1G59580	0
AT1G72730	0
AT2G34440	0
AT5G44460	0
AT1G10160	0
AT5G10450	0
AT4G31850	0
AT1G30260	0
AT2G41890	0
AT3G53890	0
AT1G12190	0
AT2G21820	0
AT1G49380	0
AT3G19860	0
AT1G59600	0
AT5G14740	0
AT1G32500	0
AT3G59070	0
AT4G30825	0
AT1G26800	0
AT2G38670	0
AT4G36700	0
AT3G49820	0
AT5G56260	0
AT3G09600	0
AT5G14590	0
AT1G60630	0
AT2G14810	0
AT3G47670	0
AT4G15330	0
AT3G51420	0
AT5G59880	0
AT2G27100	0
AT5G19530	0
AT3G02920	0
AT3G61760	0
AT1G70620	0
AT5G25390	0
AT5G58520	0
AT5G10560	0
AT5G67430	0
AT3G04320	0
AT2G32410	0
AT3G27700	0
AT5G56720	0
AT5G35890	0
AT3G26580	0
AT1G22060	0
AT1G21290	0
AT5G49140	0
AT1G73480	0
AT2G26960	0
AT1G60810	0
AT2G26600	0
AT5G35550	0
AT2G48060	0
AT1G77780	0
AT2G25710	0
AT2G02230	0
AT4G33430	0
AT5G22555	0
AT1G69730	0
AT4G26240	0
AT3G01210	0
AT3G12940	0
AT3G42910	0
AT4G16710	0
AT5G60350	0
AT4G10260	0
AT2G18420	0
AT1G26580	0
AT1G62940	0
AT2G07050	0
AT5G28440	0
AT2G42720	0
AT2G21270	0
AT1G02020	0
AT4G00540	0
AT1G34380	0
AT1G14210	0
AT3G19000	0
AT5G25630	0
AT4G17590	0
AT1G13920	0
AT5G49670	0
AT1G07110	0
AT1G16340	0
AT2G29380	0
AT1G34842	0
AT5G17290	0
AT1G60950	0
AT4G19100	0
AT2G20410	0
AT2G41710	0
AT5G07230	0
AT1G50400	0
AT1G22710	0
AT5G41440	0
AT5G50870	0
AT2G40110	0
AT5G64170	0
AT1G71696	0
AT2G27810	0
AT1G27640	0
AT5G61410	0
AT5G28220	0
AT3G27820	0
AT1G71430	0
AT3G23890	0
AT1G20980	0
AT2G34230	0
AT5G58640	0
AT5G56180	0
AT3G06340	0
AT3G11980	0
AT4G29170	0
AT1G68220	0
AT1G08065	0
AT3G22300	0
AT1G54770	0
AT2G27110	0
AT5G46100	0
AT2G03360	0
AT1G27910	0
AT1G06360	0
AT2G05980	0
AT1G68640	0
AT5G16715	0
AT3G57290	0
AT3G06240	0
AT3G28040	0
AT1G01310	0
AT1G04860	0
AT4G21440	0
AT5G61960	0
AT5G13710	0
AT4G03510	0
AT3G28980	0
AT1G04000	0
AT5G28420	0
AT3G62500	0
AT3G52870	0
AT3G06720	0
AT3G54820	0
AT1G20940	0
AT1G61430	0
AT4G08840	0
AT3G08730	0
AT1G47900	0
AT4G03120	0
AT2G18620	0
AT1G22520	0
AT2G14420	0
AT1G79940	0
AT2G18010	0
AT3G20390	0
AT3G05290	0
AT5G59900	0
AT2G26060	0
AT5G57810	0
AT1G04600	0
AT1G49245	0
AT3G62240	0
AT4G00870	0
AT1G15950	0
AT5G66420	0
AT3G21810	0
AT1G67530	0
AT3G57570	0
AT1G19715	0
AT2G38510	0
AT5G25190	0
AT5G44700	0
AT3G53940	0
AT5G41360	0
AT1G60390	0
AT5G50610	0
AT3G03210	0
AT5G20640	0
AT5G47360	0
AT3G16060	0
AT4G23960	0
AT1G63340	0
AT3G49250	0
AT3G21620	0
AT1G18340	0
AT2G14630	0
AT4G12840	0
AT1G27285	0
AT5G59380	0
AT4G29390	0
AT5G09850	0
AT5G61340	0
AT2G07751	0
AT3G43840	0
AT2G04380	0
AT2G24010	0
AT1G54350	0
AT1G52060	0
AT5G35735	0
AT4G34860	0
AT3G01780	0
AT5G25820	0
AT4G03200	0
AT1G15690	0
AT5G18390	0
AT5G19140	0
AT4G12930	0
AT5G19820	0
AT1G30750	0
AT3G50980	0
AT4G21080	0
AT4G37170	0
AT2G40310	0
AT1G28410	0
AT1G08060	0
AT3G63110	0
AT2G47380	0
AT5G61940	0
AT5G25380	0
AT5G44830	0
AT3G19450	0
AT1G27595	0
AT5G46560	0
AT5G11740	0
AT5G35700	0
AT1G23470	0
AT3G24070	0
AT1G09210	0
AT5G03660	0
AT1G44780	0
AT5G35080	0
AT3G28930	0
AT3G05490	0
AT2G06840	0
AT4G11150	0
AT1G51840	0
AT5G27740	0
AT5G60710	0
AT4G25260	0
AT5G37180	0
AT2G44250	0
AT3G48350	0
AT4G34940	0
AT3G57930	0
AT5G04390	0
AT4G11340	0
AT3G43860	0
AT2G33120	0
AT3G28890	0
AT3G47550	0
AT3G62410	0
AT3G02100	0
AT1G61000	0
AT4G13610	0
AT1G43950	0
AT1G54460	0
AT3G58690	0
AT2G30950	0
AT2G23330	0
AT1G79860	0
AT3G16290	0
AT2G21410	0
AT1G23650	0
AT5G04500	0
AT5G45210	0
AT2G33520	0
AT3G59470	0
AT1G43860	0
AT3G61730	0
AT1G20560	0
AT3G20320	0
AT5G51880	0
AT3G15090	0
AT5G55600	0
AT1G76460	0
AT5G24800	0
AT3G12020	0
AT3G09660	0
AT5G47090	0
AT3G32280	0
AT2G24765	0
AT4G14870	0
AT3G56800	0
AT2G32310	0
AT5G41090	0
AT3G48910	0
AT1G12900	0
AT2G04940	0
AT5G24110	0
AT5G53150	0
AT1G32630	0
AT5G59890	0
AT1G43690	0
AT3G48190	0
AT5G61220	0
AT5G07290	0
AT5G15580	0
AT3G26300	0
AT1G64410	0
AT1G44960	0
AT3G02940	0
AT1G07990	0
ATMG00050	0
AT5G58990	0
AT5G19690	0
AT5G45010	0
AT4G04770	0
AT1G25410	0
AT1G73780	0
AT5G03910	0
AT2G39780	0
AT5G54180	0
AT3G23300	0
AT2G30570	0
AT3G03120	0
AT2G07070	0
AT1G35090	0
AT5G18110	0
AT5G39990	0
AT3G23740	0
AT5G54010	0
AT2G32400	0
AT4G26630	0
AT3G02460	0
AT5G50565	0
AT2G29050	0
AT4G01440	0
AT4G32750	0
AT1G19750	0
AT1G05030	0
AT2G45160	0
AT4G34880	0
AT1G51450	0
AT3G01010	0
AT5G06680	0
AT2G27300	0
AT3G48450	0
AT3G17760	0
AT1G33610	0
AT5G66970	0
AT5G18560	0
